line_type,violation_id_raw,violation_type_raw,case_status_raw,project_raw,district_raw,address_raw,parcel_number_raw,assigned_to_raw,opened_date_raw,closed_date_raw,compliance_date_raw,resolved_date_raw,fee_total_raw,violation_code_raw,violation_text_raw,narrative_raw,primary_status_raw,raw_violation_status,chunk_id,source_file
case_header,CODE-2024-00019,Municipal Code,Closed-,,CITY CG,"5900 W Glades Rd, Boca 06424714000070","5900 W Glades Rd, Boca 06424714000070",Juan Hernandez,01/04/2024,05/09/2024,,,,,,,Closed-,,15,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
case_header,CODE-2024-00020,Municipal Code,Closed -,,B2,"1 S Ocean Blvd, Boca",064347280100011,Deiner Lobo,01/04/2024,01/10/2024,,,,,,,Closed -,,15,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
case_header,CODE-2024-00021,Municipal Code,Closed -,,R2,"1352 NW 13Th Ct, Boca",064247242700200,Scott Newman,01/04/2024,01/18/2024,,,,,,,Closed -,,15,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
case_header,CODE-2024-00022,Municipal Code,Closed-,,R-3,"7200 NW 2Nd Ave, CA",,William Buckley,01/04/2024,01/16/2024,,,,,,,Closed-,,15,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
case_header,CODE-2024-00023,Municipal Code,Closed -,,RB1,"6299 N Federal Hwy, Boca 064347050200801","6299 N Federal Hwy, Boca 064347050200801",Deiner Lobo,01/04/2024,03/02/2024,,,,,,,Closed -,,15,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
case_header,CODE-2024-00025,Municipal Code,Closed-,,R1D,"129 NW 12Th Ave, Bod",a 064247240200902,Derek Corcoran,01/05/2024,01/09/2024,,,,,,,Closed-,,15,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
case_header,CODE-2024-00026,Municipal Code,Closed -,,R1D,"829 NW 7Th St, Boca",064347190600800,Derek Corcoran,01/05/2024,03/05/2024,,,,,,,Closed -,,15,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
case_header,CODE-2024-00027,Municipal Code,Closed -,,R1A/R1B (PUD),"647 Osprey Point Cir, Boca 06434708200002","647 Osprey Point Cir, Boca 06434708200002",Therese Smyack,01/05/2024,02/06/2024,,,,,,,Closed -,,15,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
case_header,CODE-2024-00029,Municipal Code,Closed -,,DDRI,"353 N Federal Hwy, Boca 064347202700303","353 N Federal Hwy, Boca 064347202700303",No User,01/05/2024,01/11/2024,,,,,,,Closed -,,15,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
case_header,CODE-2024-00032,Municipal Code Enforcement Closed - Resolved DDRI Description: Routine patrol: street sign (Palmetto Pk Rd Next Signal) located on the East side of 170 NE 2nd Street was tagged with a prohibited sticker.,Municipal Code Enforcement Closed - Resolved DDRI Description: Routine patrol: street sign (Palmetto Pk Rd Next Signal) located on the East side of 170 NE 2nd Street was tagged with a prohibited sticker.,Municipal Code Enforcement Closed - Resolved DDRI Description: Routine patrol: street sign (Palmetto Pk Rd Next Signal) located on the East side of 170 NE 2nd Street was tagged with a prohibited sticker.,Municipal Code Enforcement Closed - Resolved DDRI Description: Routine patrol: street sign (Palmetto Pk Rd Next Signal) located on the East side of 170 NE 2nd Street was tagged with a prohibited sticker.,Municipal Code Enforcement Closed - Resolved DDRI Description: Routine patrol: street sign (Palmetto Pk Rd Next Signal) located on the East side of 170 NE 2nd Street was tagged with a prohibited sticker.,Municipal Code Enforcement Closed - Resolved DDRI Description: Routine patrol: street sign (Palmetto Pk Rd Next Signal) located on the East side of 170 NE 2nd Street was tagged with a prohibited sticker.,Deiner Lobo,01/06/2024,01/06/2024,Municipal Code Enforcement Closed - Resolved DDRI Description: Routine patrol: street sign (Palmetto Pk Rd Next Signal) located on the East side of 170 NE 2nd Street was tagged with a prohibited sticker.,Municipal Code Enforcement Closed - Resolved DDRI Description: Routine patrol: street sign (Palmetto Pk Rd Next Signal) located on the East side of 170 NE 2nd Street was tagged with a prohibited sticker.,Municipal Code Enforcement Closed - Resolved DDRI Description: Routine patrol: street sign (Palmetto Pk Rd Next Signal) located on the East side of 170 NE 2nd Street was tagged with a prohibited sticker.,,,,Municipal Code Enforcement Closed - Resolved DDRI Description: Routine patrol: street sign (Palmetto Pk Rd Next Signal) located on the East side of 170 NE 2nd Street was tagged with a prohibited sticker.,,20,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
case_header,CODE-2024-00033,Municipal Code Enforcement,Closed - Resolved,,DDRI,,,Deiner Lobo,01/06/2024,01/06/2024,DDRI,,,,,,Closed - Resolved,,20,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
case_header,CODE-2024-00034,"Municipal Code Closed - R1D 270 NW 36Th St, Boca Enforcement Resolved Raton, FL 33431 Description: Citizen Complaint: Music too loud coming from property disturbing the peace. Complainant: Christine W. 831.224.5213","Municipal Code Closed - R1D 270 NW 36Th St, Boca Enforcement Resolved Raton, FL 33431 Description: Citizen Complaint: Music too loud coming from property disturbing the peace. Complainant: Christine W. 831.224.5213","Municipal Code Closed - R1D 270 NW 36Th St, Boca Enforcement Resolved Raton, FL 33431 Description: Citizen Complaint: Music too loud coming from property disturbing the peace. Complainant: Christine W. 831.224.5213","Municipal Code Closed - R1D 270 NW 36Th St, Boca Enforcement Resolved Raton, FL 33431 Description: Citizen Complaint: Music too loud coming from property disturbing the peace. Complainant: Christine W. 831.224.5213","Municipal Code Closed - R1D 270 NW 36Th St, Boca Enforcement Resolved Raton, FL 33431 Description: Citizen Complaint: Music too loud coming from property disturbing the peace. Complainant: Christine W. 831.224.5213",064347080200001 80,Deiner Lobo,01/06/2024,01/07/2024,"Municipal Code Closed - R1D 270 NW 36Th St, Boca Enforcement Resolved Raton, FL 33431 Description: Citizen Complaint: Music too loud coming from property disturbing the peace. Complainant: Christine W. 831.224.5213","Municipal Code Closed - R1D 270 NW 36Th St, Boca Enforcement Resolved Raton, FL 33431 Description: Citizen Complaint: Music too loud coming from property disturbing the peace. Complainant: Christine W. 831.224.5213",064347080200001 80,,,,"Municipal Code Closed - R1D 270 NW 36Th St, Boca Enforcement Resolved Raton, FL 33431 Description: Citizen Complaint: Music too loud coming from property disturbing the peace. Complainant: Christine W. 831.224.5213",,20,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
case_header,CODE-2024-00035,Municipal Code Enforcement Description: AirB,Closed - Resolved NB being operated out of the house.,Closed - Resolved NB being operated out of the house.,R1D,"498 NE 30Th St, Boca Raton, FL 33431",064347170600700 10,Austin Mann,01/08/2024,01/08/2024,R1D,"498 NE 30Th St, Boca Raton, FL 33431",064347170600700 10,,,,Closed - Resolved NB being operated out of the house.,,20,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
case_header,CODE-2024-00038,"Municipal Code Closed - RB1 2399 N Federal Hwy, Boca Enforcement Resolved Raton, FL 33431 Description: Per email from Officer D. Spellman: ""Officer Mann, Please open a code case in response to Mr. Miller's reported concern and provide him any up[dates as may be ne Officer Heller, please monitor this property on the weekends for the reported violation. Regards,"" Complainant: G Miller 200 East palmetto","Municipal Code Closed - RB1 2399 N Federal Hwy, Boca Enforcement Resolved Raton, FL 33431 Description: Per email from Officer D. Spellman: ""Officer Mann, Please open a code case in response to Mr. Miller's reported concern and provide him any up[dates as may be ne Officer Heller, please monitor this property on the weekends for the reported violation. Regards,"" Complainant: G Miller 200 East palmetto","Municipal Code Closed - RB1 2399 N Federal Hwy, Boca Enforcement Resolved Raton, FL 33431 Description: Per email from Officer D. Spellman: ""Officer Mann, Please open a code case in response to Mr. Miller's reported concern and provide him any up[dates as may be ne Officer Heller, please monitor this property on the weekends for the reported violation. Regards,"" Complainant: G Miller 200 East palmetto","Municipal Code Closed - RB1 2399 N Federal Hwy, Boca Enforcement Resolved Raton, FL 33431 Description: Per email from Officer D. Spellman: ""Officer Mann, Please open a code case in response to Mr. Miller's reported concern and provide him any up[dates as may be ne Officer Heller, please monitor this property on the weekends for the reported violation. Regards,"" Complainant: G Miller 200 East palmetto","Municipal Code Closed - RB1 2399 N Federal Hwy, Boca Enforcement Resolved Raton, FL 33431 Description: Per email from Officer D. Spellman: ""Officer Mann, Please open a code case in response to Mr. Miller's reported concern and provide him any up[dates as may be ne Officer Heller, please monitor this property on the weekends for the reported violation. Regards,"" Complainant: G Miller 200 East palmetto",064347171000701 50 cessary.,Austin Mann,01/08/2024,01/22/2024,"Municipal Code Closed - RB1 2399 N Federal Hwy, Boca Enforcement Resolved Raton, FL 33431 Description: Per email from Officer D. Spellman: ""Officer Mann, Please open a code case in response to Mr. Miller's reported concern and provide him any up[dates as may be ne Officer Heller, please monitor this property on the weekends for the reported violation. Regards,"" Complainant: G Miller 200 East palmetto","Municipal Code Closed - RB1 2399 N Federal Hwy, Boca Enforcement Resolved Raton, FL 33431 Description: Per email from Officer D. Spellman: ""Officer Mann, Please open a code case in response to Mr. Miller's reported concern and provide him any up[dates as may be ne Officer Heller, please monitor this property on the weekends for the reported violation. Regards,"" Complainant: G Miller 200 East palmetto",064347171000701 50 cessary.,,,,"Municipal Code Closed - RB1 2399 N Federal Hwy, Boca Enforcement Resolved Raton, FL 33431 Description: Per email from Officer D. Spellman: ""Officer Mann, Please open a code case in response to Mr. Miller's reported concern and provide him any up[dates as may be ne Officer Heller, please monitor this property on the weekends for the reported violation. Regards,"" Complainant: G Miller 200 East palmetto",,20,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
case_header,CODE-2024-00039,"Municipal Code Closed - R1D 401 NW 13Th Dr, Boca Enforcement Resolved Raton, FL 33486 Description: Cars, RVs, trailers and boats parked in front yard - See ClickFix #15834742","Municipal Code Closed - R1D 401 NW 13Th Dr, Boca Enforcement Resolved Raton, FL 33486 Description: Cars, RVs, trailers and boats parked in front yard - See ClickFix #15834742","Municipal Code Closed - R1D 401 NW 13Th Dr, Boca Enforcement Resolved Raton, FL 33486 Description: Cars, RVs, trailers and boats parked in front yard - See ClickFix #15834742","Municipal Code Closed - R1D 401 NW 13Th Dr, Boca Enforcement Resolved Raton, FL 33486 Description: Cars, RVs, trailers and boats parked in front yard - See ClickFix #15834742","Municipal Code Closed - R1D 401 NW 13Th Dr, Boca Enforcement Resolved Raton, FL 33486 Description: Cars, RVs, trailers and boats parked in front yard - See ClickFix #15834742",064247240200701 40,Derek Corcoran,01/08/2024,01/10/2024,"Municipal Code Closed - R1D 401 NW 13Th Dr, Boca Enforcement Resolved Raton, FL 33486 Description: Cars, RVs, trailers and boats parked in front yard - See ClickFix #15834742","Municipal Code Closed - R1D 401 NW 13Th Dr, Boca Enforcement Resolved Raton, FL 33486 Description: Cars, RVs, trailers and boats parked in front yard - See ClickFix #15834742",064247240200701 40,,,,"Municipal Code Closed - R1D 401 NW 13Th Dr, Boca Enforcement Resolved Raton, FL 33486 Description: Cars, RVs, trailers and boats parked in front yard - See ClickFix #15834742",,20,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
case_header,CODE-2024-00040,Municipal Code Enforcement Description: Neo,Closed - Resolved n sign in business window - Gallery Mavruk.,Closed - Resolved n sign in business window - Gallery Mavruk.,DDRI,"9 Plaza Real, Boca Raton, FL 33432",06434729650020000,Keith Benoit,01/08/2024,01/30/2024,DDRI,"9 Plaza Real, Boca Raton, FL 33432",06434729650020000,,,,Closed - Resolved n sign in business window - Gallery Mavruk.,,20,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
