line_type,violation_id_raw,violation_type_raw,case_status_raw,project_raw,district_raw,address_raw,parcel_number_raw,assigned_to_raw,opened_date_raw,closed_date_raw,compliance_date_raw,resolved_date_raw,fee_total_raw,violation_code_raw,violation_text_raw,narrative_raw,primary_status_raw,raw_violation_status,chunk_id,source_file
case_header,CODE-2024-00017,Municipal Code Enforcement IPMC 302.7 - ACCESSORY STRUCTURES Description: Fen escape proof fend after initial investi,Closed - Resolved In Violation 01/10/2024 ce height around pool and concern that the nu e as owner's dogs have jumped over the curr gation.,Closed - Resolved In Violation 01/10/2024 ce height around pool and concern that the nu e as owner's dogs have jumped over the curr gation.,"R1D 171 Oregon Ln, Boca 064346323800101 02/15/2024 Raton, FL 33487 20 $0.00 mber of dogs at the residence (5) are not being contained by an ent fence into complainant's. yard. Complainant would like a phone call","R1D 171 Oregon Ln, Boca 064346323800101 02/15/2024 Raton, FL 33487 20 $0.00 mber of dogs at the residence (5) are not being contained by an ent fence into complainant's. yard. Complainant would like a phone call","R1D 171 Oregon Ln, Boca 064346323800101 02/15/2024 Raton, FL 33487 20 $0.00 mber of dogs at the residence (5) are not being contained by an ent fence into complainant's. yard. Complainant would like a phone call",William Buckley,01/04/2024,03/26/2024,,,,,,,Closed - Resolved In Violation 01/10/2024 ce height around pool and concern that the nu e as owner's dogs have jumped over the curr gation.,,10,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
case_header,CODE-2024-00018,Municipal Code Enforcement,Closed - Resolved,,R1B,"740 NE 36Th St, Boca Raton, FL 33431",06434708090020700,Steven Singer,01/04/2024,02/05/2024,,,,,,,Closed - Resolved,,15,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
violation_item,CODE-2024-00018,,,,,"740 NE 36Th St, Boca Raton, FL 33431",06434708090020700,Steven Singer,01/04/2024,02/05/2024,,,,IPMC 302.1,-,,Closed - Resolved,In Violation,15,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
violation_item,CODE-2024-00018,,,,,"740 NE 36Th St, Boca Raton, FL 33431",06434708090020700,Steven Singer,01/04/2024,02/05/2024,,,,,SANITATION. ALL,,Closed - Resolved,,15,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
violation_item,CODE-2024-00018,,,,,"740 NE 36Th St, Boca Raton, FL 33431",06434708090020700,Steven Singer,01/04/2024,02/05/2024,,,,,EXTERIOR,,Closed - Resolved,,15,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
violation_item,CODE-2024-00018,,,,,"740 NE 36Th St, Boca Raton, FL 33431",06434708090020700,Steven Singer,01/04/2024,02/05/2024,,,,,PROPERTY,,Closed - Resolved,,15,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
narrative,CODE-2024-00018,,,,,"740 NE 36Th St, Boca Raton, FL 33431",06434708090020700,Steven Singer,01/04/2024,02/05/2024,,,,,,Portable basket is laying on its side in the swale area.,Closed - Resolved,,15,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
case_header,CODE-2024-00019,Municipal Code,Closed-,,CITY CG,"5900 W Glades Rd, Boca 06424714000070","5900 W Glades Rd, Boca 06424714000070",Juan Hernandez,01/04/2024,05/09/2024,,,,,,,Closed-,,15,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
violation_item,CODE-2024-00019,,,,,"5900 W Glades Rd, Boca 06424714000070","5900 W Glades Rd, Boca 06424714000070",Juan Hernandez,01/04/2024,05/09/2024,,,,Description:,Open Lien - reference HTE Code Case 21-1886.,,Closed-,Description: Open Lien - reference HTE Code Case 21-1886.,15,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
case_header,CODE-2024-00020,Municipal Code,Closed -,,B2,"1 S Ocean Blvd, Boca",064347280100011,Deiner Lobo,01/04/2024,01/10/2024,,,,,,,Closed -,,15,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
violation_item,CODE-2024-00020,,,,,"1 S Ocean Blvd, Boca",064347280100011,Deiner Lobo,01/04/2024,01/10/2024,,,,Description:,DUPLICATE CASE. PLEASE REFER TO CODE-2023-03480.,,Closed -,Description: DUPLICATE CASE. PLEASE REFER TO CODE-2023-03480.,15,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
case_header,CODE-2024-00021,Municipal Code,Closed -,,R2,"1352 NW 13Th Ct, Boca",064247242700200,Scott Newman,01/04/2024,01/18/2024,,,,,,,Closed -,,15,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
violation_item,CODE-2024-00021,,,,,"1352 NW 13Th Ct, Boca",064247242700200,Scott Newman,01/04/2024,01/18/2024,,,,Description:,Abandoned vehicle located on the corner of NW 13th Court & NW 13th Way.,,Closed -,Description: Abandoned vehicle located on the corner of NW 13th Court & NW 13th Way.,15,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
case_header,CODE-2024-00022,Municipal Code,Closed-,,R-3,"7200 NW 2Nd Ave, CA",,William Buckley,01/04/2024,01/16/2024,,,,,,,Closed-,,15,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
narrative,CODE-2024-00022,,,,,"7200 NW 2Nd Ave, CA",,William Buckley,01/04/2024,01/16/2024,,,,,,Mattress from Sunflower Condo Assoc was thrown over into Complainant's yard.,Closed-,,15,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
case_header,CODE-2024-00023,Municipal Code,Closed -,,RB1,"6299 N Federal Hwy, Boca 064347050200801","6299 N Federal Hwy, Boca 064347050200801",Deiner Lobo,01/04/2024,03/02/2024,,,,,,,Closed -,,15,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
violation_item,CODE-2024-00023,,,,,"6299 N Federal Hwy, Boca 064347050200801","6299 N Federal Hwy, Boca 064347050200801",Deiner Lobo,01/04/2024,03/02/2024,,,,SEC. 10,-55,,Closed -,Resolved,15,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
violation_item,CODE-2024-00023,,,,,"6299 N Federal Hwy, Boca 064347050200801","6299 N Federal Hwy, Boca 064347050200801",Deiner Lobo,01/04/2024,03/02/2024,,,,SEC. 4,-6(D),,Closed -,Resolved,15,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
violation_item,CODE-2024-00023,,,,,"6299 N Federal Hwy, Boca 064347050200801","6299 N Federal Hwy, Boca 064347050200801",Deiner Lobo,01/04/2024,03/02/2024,,,,,ALCOHOLIC,,Closed -,,15,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
violation_item,CODE-2024-00023,,,,,"6299 N Federal Hwy, Boca 064347050200801","6299 N Federal Hwy, Boca 064347050200801",Deiner Lobo,01/04/2024,03/02/2024,,,,,BEVERAGES,,Closed -,,15,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
violation_item,CODE-2024-00023,,,,,"6299 N Federal Hwy, Boca 064347050200801","6299 N Federal Hwy, Boca 064347050200801",Deiner Lobo,01/04/2024,03/02/2024,,,,,UNDERAGE,,Closed -,,15,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
violation_item,CODE-2024-00023,,,,,"6299 N Federal Hwy, Boca 064347050200801","6299 N Federal Hwy, Boca 064347050200801",Deiner Lobo,01/04/2024,03/02/2024,,,,SEC. 8,-56(C)(5),,Closed -,Resolved,15,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
narrative,CODE-2024-00023,,,,,"6299 N Federal Hwy, Boca 064347050200801","6299 N Federal Hwy, Boca 064347050200801",Deiner Lobo,01/04/2024,03/02/2024,,,,,,Inspect for: excessive noise from building and underage after hours.,Closed -,,15,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
case_header,CODE-2024-00025,Municipal Code,Closed-,,R1D,"129 NW 12Th Ave, Bod",a 064247240200902,Derek Corcoran,01/05/2024,01/09/2024,,,,,,,Closed-,,15,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
narrative,CODE-2024-00025,,,,,"129 NW 12Th Ave, Bod",a 064247240200902,Derek Corcoran,01/05/2024,01/09/2024,,,,,,"Various construction vehicles (trailers, bobcat and trucks) parked in median (not on swale) for months.",Closed-,,15,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
case_header,CODE-2024-00026,Municipal Code,Closed -,,R1D,"829 NW 7Th St, Boca",064347190600800,Derek Corcoran,01/05/2024,03/05/2024,,,,,,,Closed -,,15,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
violation_item,CODE-2024-00026,,,,,"829 NW 7Th St, Boca",064347190600800,Derek Corcoran,01/05/2024,03/05/2024,,,,SEC. 28,-1507(2),,Closed -,In Violation,15,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
violation_item,CODE-2024-00026,,,,,"829 NW 7Th St, Boca",064347190600800,Derek Corcoran,01/05/2024,03/05/2024,,,,Description:,Per Online Submitter: Resident is storing their work truck at the house in the driveway. SeeClickFix# 15832060 created,,Closed -,Description: Per Online Submitter: Resident is storing their work truck at the house in the driveway. SeeClickFix# 15832060 created,15,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
violation_item,CODE-2024-00026,,,,,"829 NW 7Th St, Boca",064347190600800,Derek Corcoran,01/05/2024,03/05/2024,,,,on,"1/5/24 @ 8:59am by Dan Pasquariello, 834 NW 7th St.",,Closed -,"on 1/5/24 @ 8:59am by Dan Pasquariello, 834 NW 7th St.",15,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
case_header,CODE-2024-00027,Municipal Code,Closed -,,R1A/R1B (PUD),"647 Osprey Point Cir, Boca 06434708200002","647 Osprey Point Cir, Boca 06434708200002",Therese Smyack,01/05/2024,02/06/2024,,,,,,,Closed -,,15,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
narrative,CODE-2024-00027,,,,,"647 Osprey Point Cir, Boca 06434708200002","647 Osprey Point Cir, Boca 06434708200002",Therese Smyack,01/05/2024,02/06/2024,,,,,,Complainant stated that the owner is playing 'fetch' with the dog on the main street without a leash. There are other,Closed -,,15,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
case_header,CODE-2024-00029,Municipal Code,Closed -,,DDRI,"353 N Federal Hwy, Boca 064347202700303","353 N Federal Hwy, Boca 064347202700303",No User,01/05/2024,01/11/2024,,,,,,,Closed -,,15,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
violation_item,,,,,,,,,,,,,,Description:,Complainant Steve Raymond (516-330-3217) from 435 NE 4 St called regarding overgrown grass on property.,,,Description: Complainant Steve Raymond (516-330-3217) from 435 NE 4 St called regarding overgrown grass on property.,20,c:\Users\edilm\OneDrive\Desktop\Edilma Projects\LandingAI-Hack\coderisk-sf\results_folder\bocaraton\raw_json\boca_JustFOIA_Request_2024-9180-30p.json
