0,1,2,3,4,chunk_id,source_file,city
24-000215,Building Safety Inspection Program.,3004 NE 5 Terrace BUILDING C,01/17/2024,Open,39,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000218,Building Safety Inspection Program.,235 NE 23 Street,01/17/2024,Open,39,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000219,Building Safety Inspection Program.,230 NE 24 Street,01/17/2024,Open,39,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000221,Building Safety Inspection Program.,210 NE 24 Street,01/17/2024,Closed,39,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000217,Building Safety Inspection Program.,1601 NE 26 Street,01/17/2024,Closed,39,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000220,Building Safety Inspection Program.,215 NE 23 Street,01/17/2024,Open,39,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000213,Building Safety Inspection Program.,3000 NE 5 Terrace BUILDING A,01/17/2024,Open,39,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000209,Building Safety Inspection Program.,351 NE 19 Place UNIT 103-K,01/17/2024,Closed,39,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000223,Noise - Animals,640 NW 21 ST,01/17/2024,Open,39,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000251,Local Business Tax Receipts,2809 NW 7 Avenue,01/22/2024,Closed,44,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000229,Landscape maintenance,1819-1821 NE 26 Drive,01/22/2024,Closed,44,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000229,Trash/Recycle Receptacle Placement,1819-1821 NE 26 Drive,01/22/2024,Closed,44,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000229,Landscape maintenance (overgrowth and all other),1819-1821 NE 26 Drive,01/22/2024,Closed,44,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000258,Building Safety Inspection Program.,1901 North ANDREWS Avenue #111,01/22/2024,Closed,44,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000253,Building Safety Inspection Program.,1901 North ANDREWS Avenue #109,01/22/2024,Closed,44,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000153,Rec. vehicles/trailers,1416 NE 22 Street,01/22/2024,Closed,44,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000255,Building Safety Inspection Program.,1901 North ANDREWS Avenue #110,01/22/2024,Closed,44,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000271,Building Safety Inspection Program.,1901 North ANDREWS Avenue 114,01/23/2024,Closed,44,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000269,Building Safety Inspection Program.,1901 North ANDREWS Avenue 112,01/23/2024,Closed,44,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000278,Building Safety Inspection Program.,1901 North ANDREWS Avenue 120,01/23/2024,Closed,44,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000277,Building Safety Inspection Program.,1901 North ANDREWS Avenue 119,01/23/2024,Closed,44,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000264,Building Safety Inspection Program.,1901 North ANDREWS Avenue HOA,01/23/2024,Closed,44,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000275,Building Safety Inspection Program.,1901 North ANDREWS Avenue 118,01/23/2024,Closed,44,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000273,Building Safety Inspection Program.,1901 North ANDREWS Avenue 116,01/23/2024,Closed,44,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000270,Building Safety Inspection Program.,1901 North ANDREWS Avenue 113,01/23/2024,Closed,44,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000274,Building Safety Inspection Program.,1901 North ANDREWS Avenue 117,01/23/2024,Closed,44,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000272,Building Safety Inspection Program.,1901 North ANDREWS Avenue 115,01/23/2024,Closed,44,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000265,Building Safety Inspection Program.,677 KENSINGTON Place HOA,01/23/2024,Closed,44,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000286,Local Business Tax Receipts,2205 WILTON Drive,01/24/2024,Open,49,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000290,Building Safety Inspection Program.,1901 North ANDREWS Avenue 121,01/25/2024,Closed,49,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000293,Building Safety Inspection Program.,1901 North ANDREWS Avenue 200,01/25/2024,Closed,49,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000292,Local Business Tax Receipts,200 NW 25 Street,01/25/2024,Closed,49,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000292,Annual inspection and licensing of properties with RRL,200 NW 25 Street,01/25/2024,Closed,49,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000292,Landscape maintenance,200 NW 25 Street,01/25/2024,Closed,49,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
24-000292,Litter and littering material.,200 NW 25 Street,01/25/2024,Closed,49,wilton_Code_Violation_to_March_2024-30p.json,Wilton Manor
